#p01    #fam01  #n01    #color01
1507    17      50      4
1517    17      50      5
1547    17      51      6
1577    17      52      7
1589    17      52      8
1607    17      53      1
1637    17      54      2
1667    17      55      3
1697    17      56      4
1727    17      57      5
1757    17      58      6
1771    17      59      7
1781    17      59      8
1787    17      59      1
1799    17      59      2
1817    17      60      3
1819    17      60      4
1837    17      61      5
1847    17      61      6
1877    17      62      7
1907    17      63      8
1937    17      64      1
1967    17      65      2
1997    17      66      3
2009    17      66      4
2027    17      67      5
2033    17      67      6
2057    17      68      7
2087    17      69      8
2117    17      70      1
2147    17      71      2
2167    17      72      3
2171    17      72      4
2177    17      72      5
2207    17      73      6
2219    17      73      7
2233    17      74      8
2237    17      74      1
2267    17      75      2
2297    17      76      3
2327    17      77      4
2329    17      77      5
2357    17      78      6
2387    17      79      7
2417    17      80      8
2429    17      80      1
2447    17      81      2
2461    17      82      3
2477    17      82      4
2497    17      83      5
2507    17      83      6
2537    17      84      7
2561    17      85      8
2567    17      85      1
2597    17      86      2
2603    17      86      3
2627    17      87      4
2639    17      87      5
2657    17      88      6
2687    17      89      7
2717    17      90      8
2747    17      91      1
2777    17      92      2
2807    17      93      3
2827    17      94      4
2837    17      94      5
2839    17      94      6
2849    17      94      7
2867    17      95      8
2897    17      96      1
2927    17      97      2
2951    17      98      3
2957    17      98      4
2987    17      99      5
3017    17      100     6
3047    17      101     7
3059    17      101     8
3077    17      102     1
3103    17      103     2
3107    17      103     3
3137    17      104     4
3151    17      105     5
3157    17      105     6
3167    17      105     7
3173    17      105     8
3197    17      106     1
3227    17      107     2
3257    17      108     3
3269    17      108     4
3287    17      109     5
3317    17      110     6
3341    17      111     7
3347    17      111     8
3349    17      111     1
3377    17      112     2
3407    17      113     3
3437    17      114     4
3467    17      115     5
3479    17      115     6
3487    17      116     7
3497    17      116     8
3527    17      117     1
3557    17      118     2
3587    17      119     3
3617    17      120     4
3647    17      121     5
3677    17      122     6
3689    17      122     7
3707    17      123     8
3731    17      124     1
3737    17      124     2
3743    17      124     3
3767    17      125     4
3797    17      126     5
3817    17      127     6
3827    17      127     7
3841    17      128     8
3857    17      128     1
3859    17      128     2
3887    17      129     3
3899    17      129     4
3917    17      130     5
3947    17      131     6
3973    17      132     7
3977    17      132     8
4007    17      133     1
4037    17      134     2
4067    17      135     3
4097    17      136     4
4109    17      136     5
4121    17      137     6
4127    17      137     7
4147    17      138     8
4157    17      138     1
4187    17      139     2
4217    17      140     3
4247    17      141     4
4277    17      142     5
4307    17      143     6
4313    17      143     7
4319    17      143     8
4337    17      144     1
4367    17      145     2
4369    17      145     3
4397    17      146     4
4427    17      147     5
4457    17      148     6
4477    17      149     7
4487    17      149     8
4511    17      150     1
4517    17      150     2
4529    17      150     3
4531    17      151     4
4547    17      151     5
4577    17      152     6
4607    17      153     7
4637    17      154     8
4667    17      155     1
4697    17      156     2
4727    17      157     3
4739    17      157     4
4757    17      158     5
4787    17      159     6
4807    17      160     7
4817    17      160     8
4843    17      161     1
4847    17      161     2
4877    17      162     3
4879    17      162     4
4883    17      162     5
4901    17      163     6
4907    17      163     7
4937    17      164     8
4949    17      164     1
4967    17      165     2
4997    17      166     3
5027    17      167     4
5057    17      168     5
5087    17      169     6
5117    17      170     7
5137    17      171     8
5147    17      171     1
5159    17      171     2
5177    17      172     3
5207    17      173     4
5221    17      174     5
5237    17      174     6
5267    17      175     7
5291    17      176     8
5297    17      176     1
5327    17      177     2
5357    17      178     3
5369    17      178     4
5387    17      179     5
5389    17      179     6
5417    17      180     7
5447    17      181     8
5453    17      181     1
5467    17      182     2
5477    17      182     3
5507    17      183     4
5537    17      184     5
5567    17      185     6
5579    17      185     7
5597    17      186     8
5627    17      187     1
5657    17      188     2
5681    17      189     3
5687    17      189     4
5713    17      190     5
5717    17      190     6
5747    17      191     7
5777    17      192     8
5789    17      192     1
5797    17      193     2
5807    17      193     3
5837    17      194     4
5867    17      195     5
5897    17      196     6
5899    17      196     7
5911    17      197     8
5927    17      197     1
5957    17      198     2
5987    17      199     3
5999    17      199     4
6017    17      200     5
6023    17      200     6
6047    17      201     7
6071    17      202     8
6077    17      202     1
6107    17      203     2
6127    17      204     3
6137    17      204     4
6167    17      205     5
6197    17      206     6
6209    17      206     7
6227    17      207     8
6257    17      208     1
6287    17      209     2
6317    17      210     3
6347    17      211     4
6377    17      212     5
6407    17      213     6
6409    17      213     7
6419    17      213     8
6437    17      214     1
6457    17      215     2
6461    17      215     3
6467    17      215     4
6497    17      216     5
6527    17      217     6
6557    17      218     7
6583    17      219     8
6587    17      219     1
6593    17      219     2
6601    17      220     3
6617    17      220     4
6629    17      220     5
6647    17      221     6
6677    17      222     7
6707    17      223     8
6737    17      224     1
6767    17      225     2
6787    17      226     3
6797    17      226     4
6827    17      227     5
6839    17      227     6
6851    17      228     7
6857    17      228     8
6887    17      229     1
6917    17      230     2
6919    17      230     3
6947    17      231     4
6977    17      232     5
7007    17      233     6
7037    17      234     7
7049    17      234     8
7067    17      235     1
7097    17      236     2
7117    17      237     3
7127    17      237     4
7157    17      238     5
7163    17      238     6
7187    17      239     7
7217    17      240     8
7241    17      241     1
7247    17      241     2
7259    17      241     3
7277    17      242     4
7291    17      243     5
7307    17      243     6
7337    17      244     7
7367    17      245     8
7397    17      246     1
7427    17      247     2
7429    17      247     3
7447    17      248     4
7453    17      248     5
7457    17      248     6
7469    17      248     7
7487    17      249     8
7517    17      250     1
7547    17      251     2
7577    17      252     3
7607    17      253     4
7631    17      254     5
7637    17      254     6
7667    17      255     7
7679    17      255     8
7697    17      256     1
7727    17      257     2
7733    17      257     3
7757    17      258     4
7777    17      259     5
7787    17      259     6
7817    17      260     7
7847    17      261     8
7877    17      262     1
7889    17      262     2
7907    17      263     3
7937    17      264     4
7939    17      264     5
